
Weapon_Autocannon_AC2_80_Pirate,Weapon,0,1
Weapon_Autocannon_AC2_81_Pirate,Weapon,0,1
Weapon_Autocannon_AC2_86_Pafftek,Weapon,0,1
Weapon_Autocannon_AC5_80_Pirate,Weapon,0,1
Weapon_Autocannon_AC5_81_Pirate,Weapon,0,1
Weapon_Autocannon_AC5_82_Pirate,Weapon,0,1
Weapon_Autocannon_AC10_80_Pirate,Weapon,0,1
Weapon_Autocannon_AC10_81_Pirate,Weapon,0,1
Weapon_Autocannon_AC10_Dbl_80_Pirate,Weapon,0,1
Weapon_Autocannon_AC10_P-Imperator,Weapon,0,1
Weapon_Autocannon_AC20_80_Pirate,Weapon,0,1
Weapon_Autocannon_FieldKannone,Weapon,0,1
Weapon_Flamer_ERFlamer_81-Pirate,Weapon,0,1
Weapon_Flamer_Flamer_80-Pirate,Weapon,0,1
Weapon_Flamer_RACFlamer_83-Pirate,Weapon,0,1
Weapon_Flamer_UltraFlamer_82-Pirate,Weapon,0,1
Weapon_Laser_BinaryLaserCannon_80_Pirate,Weapon,0,1
Weapon_Laser_BinaryLaserCannon_81_Pirate,Weapon,0,1
Weapon_Laser_BinaryLaserCannon_82_Pirate,Weapon,0,1
Weapon_Laser_LargeLaser_80-PIRATE,Weapon,0,1
Weapon_Laser_LargeLaserPulse_80_Pirate,Weapon,0,1
Weapon_Laser_MediumLaser_80-PIRATE,Weapon,0,1
Weapon_Laser_MediumLaserER_80_Pirate,Weapon,0,1
Weapon_Laser_MediumLaserER_Trynary,Weapon,0,1
Weapon_Laser_SmallLaser_80-PIRATE,Weapon,0,1
Weapon_Laser_SmallLaserER_80_Pirate,Weapon,0,1
Weapon_LRM_LRM5_86-Telos,Weapon,0,1
Weapon_LRM_LRM10_86-Telos,Weapon,0,1
Weapon_LRM_LRM15_86-Telos,Weapon,0,1
Weapon_LRM_LRM20_86-Telos,Weapon,0,1
Weapon_MachineGun_MachineGun_80_Pirate,Weapon,0,1
Weapon_MRM_MRM5P_0-STOCK,Weapon,0,1
Weapon_MRM_MRM10P_0-STOCK,Weapon,0,1
Weapon_MRM_MRM15P_0-STOCK,Weapon,0,1
Weapon_MRM_MRM20P_0-STOCK,Weapon,0,1
Weapon_MRM_MRM30P_0-STOCK,Weapon,0,1
Weapon_MRM_MRM40P_0-STOCK,Weapon,0,1
Weapon_PAMS,Weapon,0,1
Weapon_PPC_PPC_80-Pirate,Weapon,0,1
Weapon_PPC_PPC_81-Pirate,Weapon,0,1
Weapon_PPC_PPC_82-Pirate,Weapon,0,1
Weapon_PPC_PPCER_80-Pirate,Weapon,0,1
Weapon_PPC_PPCER_81-Pirate,Weapon,0,1
Weapon_PPC_PPCER_82-Pirate,Weapon,0,1
Weapon_SRM_SRM2_80_Pirate,Weapon,0,1
Weapon_SRM_SRM4_80_Pirate,Weapon,0,1
Weapon_SRM_SRM6_80_Pirate,Weapon,0,1
Weapon_SRM_SRM8_80_Pirate,Weapon,0,1
Weapon_SRM_SRM10_80_Pirate,Weapon,0,1
Ammo_AmmunitionBox_Venom_AC5,AmmunitionBox,0,1
Ammo_AmmunitionBox_AP_AC2,AmmunitionBox,0,1
Ammo_AmmunitionBox_AP_AC5,AmmunitionBox,0,1
Ammo_AmmunitionBox_AP_AC10,AmmunitionBox,0,1
Ammo_AmmunitionBox_AP_AC20,AmmunitionBox,0,1
Ammo_AmmunitionBox_FieldKannone_Airburst,AmmunitionBox,0,1
Ammo_AmmunitionBox_FieldKannone_AX,AmmunitionBox,0,1
Ammo_AmmunitionBox_FieldKannone_Copperhead,AmmunitionBox,0,1
Ammo_AmmunitionBox_FieldKannone_Elias,AmmunitionBox,0,1
Ammo_AmmunitionBox_FieldKannone_Fascam,AmmunitionBox,0,1
Ammo_AmmunitionBox_FieldKannone_Flare,AmmunitionBox,0,1
Ammo_AmmunitionBox_FieldKannone_HE,AmmunitionBox,0,1
Ammo_AmmunitionBox_FieldKannone_HESH,AmmunitionBox,0,1
Ammo_AmmunitionBox_FieldKannone_Inferno,AmmunitionBox,0,1
Ammo_AmmunitionBox_FieldKannone_Suppressant,AmmunitionBox,0,1
Ammo_AmmunitionBox_FieldKannone_TC,AmmunitionBox,0,1
Ammo_AmmunitionBox_Generic_Flamer,AmmunitionBox,0,1
Ammo_AmmunitionBox_Generic_Flamer_Double,AmmunitionBox,0,1
Ammo_AmmunitionBox_Generic_Flamer_H,AmmunitionBox,0,1
Ammo_AmmunitionBox_Deadfire_LRM_H,AmmunitionBox,0,1
Ammo_AmmunitionBox_Deadfire_LRM,AmmunitionBox,0,1
Ammo_AmmunitionBox_Deadfire_LRM_DOUBLE,AmmunitionBox,0,1
Ammo_AmmunitionBox_Thunder_LRM,AmmunitionBox,0,1
Ammo_AmmunitionBox_Coal_SRM,AmmunitionBox,0,1
mechdef_flea_FLE-26,Mech,0,1
emod_case_Pirate,Upgrade,0,1
emod_case2_pirate,Upgrade,0,1
Gear_EarlyPirate_EWAR,Upgrade,0,1
Gear_Gyro_Pirate_Small,Upgrade,0,1
Gear_PR8_ECM,Upgrade,0,1
