itemCollection_Mechs_Starting_Liao_Medium,,,
mechdef_vindicator_VND-1R,Mech,1,4
mechdef_vindicator_VND-1X,Mech,1,4
mechdef_vindicator_VND-3L,Mech,1,4
mechdef_huronw_HUR-WO-R4L,Mech,1,4
mechdef_centurion_CN10-B,Mech,1,3
mechdef_hunchback_HBK-5N,Mech,1,3
mechdef_blackjack_BJ-3,Mech,1,3
mechdef_clint_CLNT-2-3U,Mech,1,3
mechdef_shayu_SYU-4B,Mech,1,2
mechdef_cicada_CDA-4A,Mech,1,2
mechdef_clint_CLNT-3-4TT,Mech,1,2
mechdef_clint_CLNT-3-4T,Mech,1,1
mechdef_assassin_ASN-109,Mech,1,2
mechdef_starslayer_STY-4CIS,Mech,1,1
mechdef_shayu_SYU-2E,Mech,1,1
mechdef_strider_SR2-O,Mech,1,4
