itemCollection_Mechs_Starting_Outworlds_Medium,,,
mechdef_blackjack_BJ-1,Mech,1,6
mechdef_blackjack_BJ-3,Mech,1,3
mechdef_icarusii_ICR-1S,Mech,1,6
mechdef_hunchback_HBK-4J,Mech,1,5
mechdef_centurion_CN9-AL,Mech,1,6
mechdef_centurion_CN9-D,Mech,1,2
mechdef_enforcer_ENF-4AS,Mech,1,1
mechdef_merlin_MLN-1A,Mech,1,1
mechdef_blackjack_BJ-1F,Mech,1,4
mechdef_blackjack_BJ-3,Mech,1,2
chassisdef_strider_SR2-O-PAI-A,Mech,1,3
chassisdef_strider_SR2-O-PAI,Mech,1,2
mechdef_centurion_CN9-AHP,Mech,1,3
mechdef_merlin_MLN-2BM,Mech,1,1
