itemCollection_Pafftek_BirdsLight,,,
mechdef_raptor_RTX1-O,Mech,1,5
mechdef_raptor_RTX1-OA,Mech,1,5
mechdef_raptor_RTX1-OB,Mech,1,5
mechdef_raptor_RTX1-OC,Mech,1,5
mechdef_raptor_RTX1-OD,Mech,1,5
mechdef_raptor_RTX1-OE,Mech,1,5
mechdef_raptor_RTX1-OF,Mech,1,5
mechdef_raptor_RTX1-OR,Mech,1,4
mechdef_nighthawk_NTK-2S,Mech,1,9
mechdef_nighthawk_NTK-2Q,Mech,1,9
mechdef_falcon_FLC-4N,Mech,1,9
mechdef_falcon_FLC-4P,Mech,1,9
mechdef_falcon_FLC-4PF,Mech,1,9
mechdef_falcon_FLC-5P,Mech,1,9
mechdef_falcon_FLC-6C,Mech,1,9
mechdef_falcon_FLC-4Nb,Mech,1,5
