itemCollection_Pafftek_DeepFreezeMedium,,,
mechdef_blackjack_BJ-1DBF,Mech,1,4
mechdef_blackjack_BJ-1F,Mech,1,4
mechdef_blackjack_BJ-1XF,Mech,1,1
mechdef_centurion_CN9-AHP,Mech,1,4
mechdef_centurion_CN9-ALF,Mech,1,4
mechdef_centurion_CN9-AP,Mech,1,4
mechdef_crab_CRB-20F,Mech,1,4
mechdef_crab_CRB-20FSL,Mech,1,1
mechdef_dervish_DV-6MF,Mech,1,4
mechdef_kintaro_KTO-18F,Mech,1,4
mechdef_rifleman_RFL-2NF,Mech,1,4
mechdef_shadowhawk_SHD-2D1F,Mech,1,4
mechdef_shadowhawk_SHD-2D1FP,Mech,1,4
mechdef_shadowhawk_SHD-2GF,Mech,1,4
mechdef_shadowhawk_SHD-2HF,Mech,1,4
mechdef_shadowhawk_SHD-2HFP,Mech,1,4
mechdef_shadowhawk_SHD-2KF,Mech,1,4
mechdef_wolverine_WVR-6DF,Mech,1,4
mechdef_wolverine_WVR-6KF,Mech,1,4
mechdef_wolverine_WVR-6MF,Mech,1,4
mechdef_wolverine_WVR-6RF,Mech,1,4
mechdef_wolverine_WVR-6TF,Mech,1,4
