itemCollection_Pafftek_Heaters,,,
mechdef_cyclone_CYC-D1,Mech,1,4
mechdef_cyclone_CYC-HS,Mech,1,2
mechdef_cyclone_CYC-B2,Mech,1,4
mechdef_cyclone_CYC-C1,Mech,1,4
mechdef_cyclone_CYC-A3P,Mech,1,6
mechdef_cyclone_CYC-A1,Mech,1,4
mechdef_cyclone_CYC-A3,Mech,1,4
mechdef_javelin_JVN-12M,Mech,1,4
mechdef_javelin_JVN-11B,Mech,1,5
mechdef_javelin_JVN-11D,Mech,1,5
mechdef_javelin_JVN-10P,Mech,1,6
mechdef_javelin_JVN-11A,Mech,1,5
mechdef_javelin_JVN-10N,Mech,1,6
mechdef_javelin_JVN-10A,Mech,1,6
mechdef_javelin_JVN-10F,Mech,1,6
mechdef_javelin_JVN-HT,Mech,1,2
mechdef_valiant_V4-LNT-M6,Mech,1,4
mechdef_valiant_V4-LNT-L7,Mech,1,4
mechdef_valiant_V4-LNT-M4,Mech,1,4
mechdef_valiant_V4-LNT-K7,Mech,1,4
mechdef_valiant_V4-LNT-L2,Mech,1,6
mechdef_valiant_V4-LNT-K5,Mech,1,6
