itemCollection_Pafftek_LightC3,,,
mechdef_owens_OW-1-Prime,Mech,1,1
mechdef_owens_OW-1-A,Mech,1,1
mechdef_owens_OW-1-B,Mech,1,1
mechdef_owens_OW-1-C,Mech,1,1
mechdef_owens_OW-1-D,Mech,1,1
mechdef_owens_OW-1-E,Mech,1,1
mechdef_owens_OW-1-R,Mech,1,1
mechdef_raven_RVN-4LC,Mech,1,2
mechdef_hermes_HER-4K,Mech,1,2
mechdef_hussar_HSR-500-D,Mech,1,2
mechdef_jenner_JR7-C3,Mech,1,1
mechdef_jenner_JR7Qi,Mech,1,2
mechdef_talon_TLN-5Z,Mech,1,1
mechdef_tarantula_ZPH-4A,Mech,1,2
mechdef_jenner_JR7-C,Mech,1,2
mechdef_panther_PNT-C,Mech,1,2
mechdef_panther_PNT-CA,Mech,1,2
mechdef_raptor_RTX1-OD,Mech,1,3
mechdef_raptor_RTX1-OR,Mech,1,3
mechdef_rattlesnake_JR7-31P,Mech,1,2
mechdef_spider_SDR-C,Mech,1,1
mechdef_spider_SDR-9Kc,Mech,1,2
mechdef_wigth_WGT-1LAWSC3,Mech,1,2
mechdef_wight_WGT-2LAWC3,Mech,1,2
mechdef_javelin_JVN-11D,Mech,1,2
