itemCollection_faction_ClanNovaCat,,,
mechdef_visionquest_VQ-1NC,Mech,1,10
mechdef_visionquest_VQ-1S,Mech,1,10
mechdef_visionquest_VQ-2NC,Mech,1,10
mechdef_visionquest_VQ-3NC,Mech,1,10
mechdef_NovaCat_NCT-Prime,Mech,1,10
mechdef_NovaCat_NCT-A,Mech,1,10
mechdef_NovaCat_NCT-B,Mech,1,10
mechdef_NovaCat_NCT-C,Mech,1,10
mechdef_NovaCat_NCT-D,Mech,1,10
mechdef_NovaCat_NCT-E,Mech,1,10
mechdef_NovaCat_NCT-M,Mech,1,10
mechdef_huntsman_HMN-PRIME,Mech,1,10
mechdef_huntsman_HMN-A,Mech,1,10
mechdef_huntsman_HMN-B,Mech,1,10
mechdef_huntsman_HMN-C,Mech,1,10
mechdef_huntsman_HMN-D,Mech,1,10
mechdef_huntsman_HMN-H,Mech,1,10
mechdef_huntsman_HMN-N,Mech,1,10
Gear_Airdrop_Beacon_BA_Salamander,Upgrade,0,10
Gear_Airdrop_Beacon_BA_Elemental,Upgrade,0,10
BTAClan_Weapons_Rare,Reference,3,10
BTA_Ammo_Rare_Clan,Reference,2,10
Weapon_Laser_SmallLaserER_CLAN,Weapon,0,10
Weapon_Laser_MediumLaserER_CLAN,Weapon,0,10
Weapon_Laser_LargeLaserER_CLAN,Weapon,0,10
Weapon_LRM_LRM5_CLAN,Weapon,0,10
Weapon_LRM_LRM10_CLAN,Weapon,0,10
Weapon_SRM_SRM4_CLAN,Weapon,0,10
Weapon_SRM_SRM2_CLAN,Weapon,0,10
Weapon_MachineGun_MachineGun_CLAN,Weapon,0,10
Weapon_Autocannon_AC2_CLAN,Weapon,0,10
Weapon_Autocannon_AC2_LBX_CLAN,Weapon,0,10
Weapon_Autocannon_AC5_CLAN,Weapon,0,10
Weapon_Autocannon_AC5_LBX_CLAN,Weapon,0,10
Weapon_PPC_PPCER_CLAN,Weapon,0,10
Gear_Contract_Mech_NovaCat_CNC,Upgrade,0,1
itemCollection_systemStores_PFT_Clan_HN7,Reference,0,1
itemCollection_systemStores_PFT_WoodsmanII,Reference,0,1
mechdef_commando_COM-IIC,Mech,1,10
mechdef_griffin_GRF-2Nb,Mech,1,10
mechdef_wight_WGT-4NC,Mech,1,1
Mechdef_wolfhound_WLF-4WB,Mech,1,1
Weapon_Bomb_Bay_ArrowIV,Weapon,0,1
Weapon_Bomb_Bay_ArrowIV_BEE,Weapon,0,1
Weapon_Bomb_Bay_ATMGM,Weapon,0,1
Weapon_Bomb_Bay_iNARC,Weapon,0,1
Weapon_Bomb_Bay_Magshot_GunPod,Weapon,0,1
Weapon_Bomb_Bay_MG_GunPod,Weapon,0,1
